DATE,TIME,HEADING,ARTICLE CONTENT,LABEL,COMMENTS
2021-11-24,15:03,EUA: Matt Gaetz desiste de se tornar secretário de Justiça após críticas de opositores e republicanos,"O ex-deputado Matt Gaetz se retirou da disputa para se tornar secretário da Justiça dos Estados Unidos após sua indicação pelo presidente eleito Donald Trump ter provocado críticas não só de opositores, mas também de membros do Partido Republicano. ""Embora o impulso fosse forte, ficou claro que minha confirmação estava se tornando injustamente uma distração para o trabalho crítico da transição Trump/Vance"", disse Gaetz no X. ""Não há tempo a perder com uma disputa desnecessariamente prolongada em Washington; por isso, retirarei meu nome da consideração para o cargo de Procurador-Geral"". Membros do Partido Republicano veem no ex-deputado um nome radical e com um passado marcado por polêmicas, como no caso em que se envolveu com uma menor de idade.",0.0,"Movimentações políticas americanas por cargos no governo, não afetam o cÂmbio brasileiro"
2021-11-24,15:08,"IFI estima que governo precisa de R$ 13,6 bi até dezembro para alcançar piso da banda da meta fiscal deste ano","A Instituição Fiscal Independente (IFI), órgão de monitoramento das contas públicas, ligado ao Senado, estima que o governo precisa de um esforço fiscal adicional de R$ 13,6 bilhões no último bimestre deste ano para cumprir a meta de resultado primário no limite inferior da banda de tolerância, mesmo contabilizando os abatimentos legais previstos (precatórios, apoio ao Rio Grande do Sul e combate aos incêndios florestais). 
Se o objetivo fosse atingir o centro da meta, ou seja, o déficit zero, o esforço fiscal adicional em novembro e dezembro teria de ser de R$ 42,3 bilhões. 
As informações constam no Relatório de Acompanhamento Fiscal (RAF) de novembro, divulgado há pouco. 
A meta de resultado primário deste ano é zero, mas há uma margem de tolerância que admite um déficit de até R$ 28,3 bilhões no ano. 
Os ministérios da Fazenda e do Planejamento projetavam em setembro que o governo fecharia o ano com um resultado negativo de R$ 28,3 bilhões. Esse número será atualizado amanhã com a divulgação do novo relatório de avaliação de receitas e despesas.",-1.0,"O governo federal precisa cortar mais gastos para atingir a 
meta fiscal zero, porém está agindo ao contrário, expandindo os gastos"
2021-11-24,15:12,PF envia ao STF relatório final do inquérito da tentativa de golpe e indicia Bolsonaro,"A Polícia Federal (PF) enviou ao gabinete do ministro Alexandre de Moraes (STF) o relatório final do inquérito que apura se houve tentativa de golpe de Estado no país após a eleição presidencial de 2022. 
A lista de indiciados é encabeçada pelo ex-presidente Jair Bolsonaro. 
O relatório sustenta haver indícios de que Bolsonaro sabia do plano para matar o presidente Luiz Inácio Lula da Silva, o vice-presidente, Geraldo Alckmin, e o ministro Alexandre de Moraes em 2022. 
A aliados, Bolsonaro nega que tinha conhecimento. 
O documento tem cerca de 700 páginas e aponta o envolvimento de 37 pessoas na trama golpista, incluindo o ex-ministro Walter Braga Netto.",0.0,O inquérito sobre a tentativa de golpe de estado é frágil e não afeta a taxa de câmbio. A movimentação de apreciação foi causada por outras razões
2021-11-24,15:20,Argentina: FMI confirma negociações com governo Milei para novo acordo,"Apenas 48 horas após o encontro do presidente da Argentina, Javier Milei, com a diretora do FMI, Kristalina Georgieva, durante o encontro do G20 no Rio, o Fundo confirmou que o governo argentino está atrás de um novo acordo e fez elogios aos resultados ""impressionantes"" do plano econômico do atual presidente. 
""As autoridades argentinas continuam a aplicar o seu programa de estabilização econômica e está produzindo resultados impressionantes. Estes resultados incluem uma redução significativa da inflação, um excedente fiscal e uma melhor cobertura das reservas"", afirmou a porta-voz do FMI, Julie Kozack, em conferência de imprensa.
 ""Há também sinais de recuperação tanto da atividade econômica como dos salários reais.
"" O acordo em vigor entre a Argentina e o FMI termina este ano. A porta-voz não demais mais detalhes sobre as negociações.",0.0,As negociações da Argentina com o IMF não afetam o Brasil em nenhum aspecto
2021-11-24,15:23,Veja lista dos indiciados pela Polícia Federal no inquérito sobre tentativa de golpe de Estado,"A Polícia Federal indiciou o ex-presidente Jair Bolsonaro, seu ex-ministro da Defesa, o general Braga Netto, e o seu ex-ajudante de ordens, o tenente-coronel Mauro Cid por tentativa de golpe de Estado. Ao todo, 37 pessoas foram indiciadas pela PF pelos crimes de abolição violenta do estado democrático de direito, golpe de estado e organização criminosa.",0.0,
2021-11-24,15:33,"MERCADOS: Ibovespa ignora alta das bolsas americanas; juros futuros recuam, na contramão dos Treasuries e do dolar","O investidor doméstico segue à espera do pacote de corte de gastos do governo, enquanto monitora as tensões entre Rússia e Ucrania, avalia os números da arrecadação federal em outubro e aguarda também o relatório bimestral de receitas e despesas, nesta 6ªF. O indiciamento de Bolsonaro no inquérito da Polícia Federal sobre os atos golpistas também causa burburinho nas mesas de operações. Há pouco, o Ibovespa caía 0,61%, aos 127.435 pontos, enquanto o dolar à vista subia 0,70% (R$ 5,8077) e os juros futuros operavam nas mínimas do dia (DI Jan27 a 13,310%; Jan29 a 13,115%; Jan31 a 12,950%). Em NY, as bolsas firmaram alta (Dow Jones +1,38%; S&P500 +0,71%; Nasdaq 0,25%), os juros dos Treasuries passaram a subir (T-Note de 2 anos a 4,3349%) e o dolar continua avançando sobre os pares (DXY +0,29%).",-1.0,"Notícia política de alto impacto. O ex Presidente ainda controla muitos deputados e senadores, o que é potencialmente prjudicial para o atual governante"
2021-11-24,15:43,"IFI: Quatro decisões adotadas entre transição e 1º ano do governo 
Lula custarão até R$ 3 tri em 10 anos","Quatro decisões políticas tomadas entre o período de transição e o primeiro ano do novo governo Lula podem gerar despesas adicionais entre R$ 2,3 trilhões e R$ 3 trilhões num período de dez anos, estimou a Instituição Fiscal Independente (IFI). 
A expansão fiscal contabiliza a incorporação do aumento do Bolsa Família para o patamar pago ao longo da pandemia, a retomada da vinculação das despesas de educação e saúde às receitas, a correção do salário mínimo acima da inflação e sua manutenção como indexador, e a criação dos fundos orçamentários previstos na reforma tributária. ""A magnitude da expansão fiscal e a rigidez do orçamento formam a percepção de que medidas conjunturais não serão suficientes para reverter o quadro de insustentabilidade do limite de gastos do arcabouço fiscal, podendo apenas adiar a necessidade de alteração do normativo a médio prazo"", diz o analista da IFI, Eduardo Nogueira.",-1.0,"O atual governo está adotando uma política fiscal expansionista apesar do risco de inflação ser alto, se preocupando somente em criar um cenário favorável à reeleição"
2021-11-24,15:46,Cobre devolve ganhos recentes com dolar forte e preocupação sobre plano de Trump de elevar tarifas de importação,,-1.0,
2021-11-24,15:46,"Na Comex, o contrato para dezembro caiu 0,73%, a US$ 4,1250 por libra-peso",,0.0,
2021-11-24,15:46,"Na LME, o contrato para três meses tinha baixa de 0,41% há pouco, para US$ 9.044,50 por tonelada",,0.0,
2021-11-24,15:48,MERCADOS: Ouro sobe pelo 4º dia seguido com tensões na Europa,"O ouro fechou em alta pela quarta sessão seguida, com investidores buscando proteção no metal por causa da escalada das tensões entre Rússia e Ucrania. O contrato do metal precioso para dezembro subiu 0,87%, a US$ 2.674,90 por onça-troy na Comex.",0.0,
2021-11-24,15:51,BC: Há sinais de inflexão das condições de oferta de crédito no 4TRI24,"O Banco Central afirma que as condições de crédito no Brasil foram ""moderadamente mais flexíveis"" no terceiro trimestre, mas vê sinais de inflexão desta dinâmica nos últimos três meses de 2024. 
A conclusão consta da Pesquisa Trimestral de Condições de Crédito (PTC), divulgada hoje. ""Espera-se que o segmento de PF [pessoa física] Habitacional tenha condições mais restritivas e que o segmento de MPMEs [micro, pequenas e médias empresas] deixe o campo levemente positivo"", diz o relatório da PTC. ""Em contraste, no segmento de PF Consumo, se espera a manutenção de condições flexíveis."" O BC cita três elementos que justificam essa expectativa para o quarto trimestre. Em primeiro lugar, a avaliação de que a demanda deve permanecer ""relativamente forte"" em todos os setores. Em segundo, a expectativa de queda da inadimplência nos segmentos PF, menor crescimento para MPMEs e melhora dos ratings de grandes empresas. Em terceiro, a leitura de que o custo/disponibilidade de funding deve ser mais restritivo para MPMEs e PF.",1.0,"Banco Central mostra prudência com as condições macroeconômicas, evitando alta da inflação"
2021-11-24,15:55,Rússia: Putin afirma que lançou novo míssil balístico hipersonico contra a Ucrania e faz alerta ao Ocidente,"O presidente da Rússia, Vladimir Putin, disse que usou um novo modelo de míssil balístico de médio alcance contra a Ucrania, em resposta à autorização dada por EUA e Reino Unido para que Kiev use armas ocidentais em ações mais profundas contra o território russo. Mais cedo, autoridades ucranianas disseram que a Rússia havia utilizado um míssil balístico intercontinental, associado aos arsenais nucleares do país, em um ataque ontem. ""Um dos mais novos sistemas russos de mísseis de médio alcance foi testado em condições de combate, neste caso com um míssil balístico equipado com equipamento hipersonico não nuclear. Nossos cientistas de foguetes o chamaram de ""Oreshnik"", disse Putin, em pronunciamento. ""Os testes foram bem sucedidos, o objetivo de lançamento foi alcançado.""",0.0,"Evento de guerra, não afeta a economia do Brasil"
2021-11-24,15:58,"EUA: SEC informa que Gary Gensler deixará presidência do órgão em 20/01/25, dia da posse de Trump",,0.0,Não é correlacionado com a economia brasileira
2021-11-24,15:58,Substituto de Gensler ainda não foi anunciado pelo presidente eleito,,0.0,Não é correlacionado com a economia brasileira
2021-11-24,16:04,Ex-comandantes do Exército e Aeronáutica revelaram à PF que Bolsonaro apresentou plano de golpe,"A investigação que levou ao indiciamento de Bolsonaro e outras 36 pessoas por tentativa de golpe teve como um dos principais eixos condutores os depoimentos dos ex-comandantes do Exército, Marco Antonio Freire Gomes, e da Aeronáutica, Carlos de Almeida Baptista Júnior, informa *O Globo*. Os depoimentos colocaram Bolsonaro no centro da trama golpista. Após a derrota para Lula, o ex-presidente convocou reuniões no Palácio da Alvorada com a presença dos comandantes das Forças Armadas e de Paulo Sérgio Nogueira, então ministro da Defesa. Bolsonaro apresentou um documento que previa as hipóteses de instaurar Estado de defesa ou de sítio, além de dar início a uma operação de Garantia da Lei e da Ordem (GLO). A minuta golpista seria o primeiro passo para impedir a posse de Lula, de acordo com a investigação. O advogado Fabio Wajngarten, que defende o ex-presidente, já afirmou anteriormente nas que ""não houve nada de golpe nem de prisão"".",-1.0,Evento político grave
2021-11-24,16:19,EMPRESAS: Petrobras avança à espera de mais informações sobre Plano Estratégico,"Na contramão de seus pares, as ações da Petrobras operam no campo positivo, acompanhando a alta do petróleo, enquanto os investidores aguardam mais informações sobre o Plano Estratégico 2025/2029 da estatal, parcialmente antecipado pela companhia, e que será apresentado ao Conselho da empresa nesta 5ªF. Há pouco, Petrobras ON avançava 0,90%, a R$ 41,39, figurando entre os maiores ganhos do Ibovespa, e Petrobras PN subia 0,61%, a R$ 38,03. Hoje também a estatal paga a primeira parcela dos dividendos aprovados em agosto. Por outro lado, em meio à aversão ao risco da sessão, na volta do feriado, Brava Energia recuava 2,56% (R$ 17,88), Petroreconcavo caía 1,60% (R$ 16,63) e Petrorio cedia 1,08% (R$ 39,34).",0.0,Eventos de mercado de capitais não afetam a taxa de câmbio
2021-11-24,16:21,Santander estima bloqueio adicional de R$ 5 bi em despesas no relatório bimestral amanhã,"O Santander Brasil projeta que o relatório bimestral de avaliação de receitas e despesas do ministério da Fazenda, a ser divulgado amanhã, irá apresentar um bloqueio adicional de R$ 5,0 bilhões nas despesas do governo deste ano, afirma o economista italo Franca em nota. Em relação à arrecadação federal de outubro, ele destaca que o desempenho foi mais uma vez positivamente influenciado pelas medidas tributárias aprovadas pelo governo, a atividade econômica em ritmo forte e o efeito da reoneração completa do Pis/Cofins sobre os combustíveis. ""Para 2024, prevemos um aumento real na arrecadação de impostos de cerca de 8,5% (com viés altista), o que consideramos um nível forte, muito superior ao que esperávamos"", destacou Franca. Ele acrescenta que, se atingido esse resultado, a chance de cumprimento da banda de resultado primário (de -0,25% do PIB) é de 65% neste ano. ""Em termos de percepção de risco fiscal, o foco está na contenção do crescimento dos gastos e na economia relevante para 2025 e 2026 para facilitar a conformidade com o limite de despesas.""",1.0,"Algumas medidas de aumento de arrecadação, aliviando o caixa do governo"
2021-11-24,16:34,EMPRESAS:  Allos anuncia saída de vice-presidente de negócios e de diretor comercial,"A Allos anunciou que o diretor-presidente Rafael Sales assumirá as diretorias de operações e comercial após seu vice-presidente de negócios, Leandro Lopes, e o diretor comercial, Felipe Andrade, renunciarem a seus cargos, por razões pessoais, informa o *Valor*. De acordo com a empresa, Lopes deixará sua posição no dia 31 de dezembro e Andrade sairá em março de 2025. Assim, as diretorias de operações e comercial passam a reportar diretamente à presidência da empresa, enquanto a vice-presidência será dividida entre o diretor de operações, Vicente Avelar, e a diretora financeira, Daniella Guanabara.",0.0,Eventos de mercado de capitais não afetam a taxa de câmbio
2021-11-24,16:37,CMO fará reunião na próxima 3ªF para dar andamento ao Orçamento de 2025,"A Comissão Mista de Orçamento (CMO) fará reunião na próxima 3ªF (26) para discutir o andamento à Lei de Diretrizes Orçamentárias (LDO) e à Lei Orçamentária Anual (LOA) de 2025. Os líderes das bancadas da CMO se reunirão antes da sessão, às 14h, para ""alinhar estratégias para a tramitação das matérias orçamentárias"". A Comissão informou que a Consultoria Legislativa já foi acionada e está elaborando uma Instrução Normativa para regulamentar a apresentação das emendas parlamentares para o exercício de 2025. A expectativa é de que a CMO avance com as matérias orçamentárias após a aprovação do projeto que muda regras de proposição e de execução de emendas. A LDO, pelo regimento interno do Congresso, deveria ter sido aprovada em julho, antes do recesso parlamentar. Nos últimos anos, contudo, deputados e senadores têm burlado essa regra.",0.0,Somente notícia de movimentação política
2021-11-24,16:44,"UBS: dolar pode ter subido demais e pode atrair vendas em 2025, mas real ainda deve sofrer","A demanda por dolares deve continuar forte no curto prazo, mas a moeda parece ter esticado demais o ciclo de valorização e caminha para uma fase de incerteza. Neste contexto, é recomendável os investidores reduzirem a exposição à divisa americana e aumentarem a posição em outras moedas fortes, segundo relatório do UBS Wealth Management. ""Achamos que o mercado está superestimando a probabilidade de juros altos prolongados pelo Fed. Adicionalmente, receios quanto à trajetória da dívida do governo americano ou políticas externas imprevisíveis podem minar a confiança nos Treasuries como ativo seguro."" A fase de incerteza do dolar, porém, está relacionada ao valor dela em relação ao de outras moedas fortes, e não necessariamente se aplica à dinâmica da divisa na comparação com o real. ""No curto prazo, por exemplo, até a metade de 2025, é um ambiente de dolar forte ainda, o que traz um vento contra o real por um período mais prolongado"". Para o UBS, neste mês o mercado de câmbio doméstico ainda estará voltado ao pacote de cortes de gastos do governo.",-1.0,Os altos gastos do governo tem depreciado o Real frente ao dolar
2021-11-24,16:54,EMPRESAS: BRF se destaca entre as altas após acordo para adquirir fábrica de processados na China,"As ações da BRF se destacam entre as maiores altas do Ibovespa, movimento influenciado pelo acordo firmado pela subsidiária BRF GmbH com a Henan Best Foods para adquirir uma fábrica de processados na província de Henan, na China. A transação tem o valor total de US$ 43 milhões. Há pouco, o papel da companhia avançava 3,44%, a R$ 25,25. Já seus pares operam sem direção única. Marfrig subia 1,99% (R$ 17,40). Minerva caía 1,79%, a R$ 5,50. Perto da estabilidade, JBS cedia 0,11% (R$ 34,81).",0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2021-11-24,17:00,"Petróleo/fechamento: Brent para janeiro sobe 1,95%, a US$ 74,23 por barril, na ICE",,0.0,não afeta diretamente a economia brasileira
2021-11-24,17:00,"WTI para janeiro avança 1,96%, a US$ 70,10 por barril, na Nymex",,0.0,não afeta diretamente a economia brasileira
2021-11-24,17:01,"dolar à vista fecha em alta de 0,77%, a R$ 5,8115, após oscilar entre R$ 5,7832 e R$ 5,8340",,-1.0,Sem explicação
2021-11-24,17:02,MERCADOS: Petróleo sobe com aumento de tensões entre Ucrania e Rússia,"O petróleo fechou em alta nesta 5ªF, com investidores monitorando de perto os desdobramentos do conflito entre Ucrania e Rússia e possíveis ataques contra a estrutura de produção russa. Kiev acusou os russos de usar um míssil balístico intercontinental contra o país, enquanto Moscou confirmou o uso de um míssil hipersonico, o que elevou as tensões na região. O mercado também aposta que Opep+ adiará novamente o plano de aumento de sua produção na reunião marcada para 01/12 devido à fraca demanda global. O Brent para janeiro subiu 1,95%, a US$ 74,23 por barril, na ICE. O WTI para o mesmo mês avançou 1,96%, a US$ 70,10 por barril, na Nymex.",0.0,O evento não apresenta relacionamento direto com a economia brasileira
2021-11-24,17:05,MERCADOS: dolar avança com tensões na Europa e indefinição sobre pacote fiscal,"O dolar à vista fechou em alta diante do real nesta 5ªF, acompanhando o movimento da moeda americana no exterior. Investidores buscaram proteção na divisa por conta do agravamento das tensões entre a Rússia e a Ucrania, com Moscou confirmando o uso de um foguete hipersonico contra os ucranianos. Por aqui, a volta do mercado também foi marcada pela expectativa do anúncio do pacote de corte de gastos do governo, ainda sem data marcada para ocorrer. O dolar à vista fechou em alta de 0,77%, a R$ 5,8115, após oscilar entre R$ 5,7832 e R$ 5,8340. √Äs 17h03, o dolar futuro para dezembro subia 0,61%, a R$ 5,8175. Lá fora, o índice DXY tinha alta de 0,27%, aos 106,967 pontos. O euro recuava 0,54%, a US$ 1,0485. E a libra caía 0,37%, a US$ 1,2604.",-1.0,"Investidores internacionais retiraram dolares do Brasil, buscando proteção nos Estados Unidos"
2021-11-24,17:08,Defesa de Mauro Cid afirma que delação premiada foi mantida por Moraes (STF),,0.0,Notícia política baixo impacto
2021-11-24,17:11,Haddad está com Lula no Planalto em reunião com representantes dos setores de atacado e varejo,Reunião com o presidente para tratar do pacote de corte de gastos ainda não aconteceu* (fontes do Broadcast),0.0,Notícia política baixo impacto
2021-11-24,17:14,Ministros da Junta Orçamentária (JEO) se reunirão daqui a pouco no Planalto* (Fontes do Broadcast),,0.0,Notícia política baixo impacto
2021-11-24,17:14,Encontro ocorre na véspera da divulgação do relatório bimestral de receitas e despesas,,0.0,Notícia política baixo impacto
2021-11-24,17:20,"Citi tem recomendação de compra para Allos, com preço-alvo de R$ 30,00",,0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2021-11-24,17:20,"Mudança na estrutura da liderança da companhia anunciada hoje gera uma oportunidade de redução de custos, diz o banco",,0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2021-11-24,17:23,"PGR chegou a pedir prisão de Mauro Cid, mas reviu posição durante audiência com Moraes","A Procuradoria-Geral da República (PGR) chegou a pedir a prisão preventiva do tenente-coronel Mauro Cid, ex-ajudante de ordens de Bolsonaro, de acordo com fontes ouvidas por *O Globo*. Porém, durante a audiência no STF, o órgão revisão a posição. Na audiência, o ministro Alexandre de Moraes decidiu manter a validade do acordo de colaboração premiada firmado entre a Polícia Federal e o tenente-coronel.",0.0,Notícia política baixo impacto
2021-11-24,17:31,PSOL e Rede entrarão com pedido na Câmara para cassação dos deputados Alexandre Ramagem (PL-RJ) e Eduardo Pazuello (PL-RJ)*  (Monica Bergamo/Folha),,0.0,Notícia política baixo impacto
2021-11-24,17:31,"Ramagem e um ex-assessor de Pazuello, o general da reserva Mário Fernandes, foram indiciados pela PF no inquérito que apura tentativa de golpe de Estado",,0.0,Notícia política baixo impacto
2022-11-24,09:00,Reação aos PMIs da Zona do euro,,0.0,Notícias políticas da Europa não afetam o preço spot da taxa de câmbio brasileiro
2022-11-24,09:00,"Oxford:  Fracas demandas internacional e interna explicam declínio, com a complexa situação política que França e Alemanha  enfrentam somando-se a uma perspectiva já sombria",,0.0,Notícias políticas da Europa não afetam o preço spot da taxa de câmbio brasileiro
2022-11-24,09:00,Cenário de curto prazo é negativo e riscos a médio prazo pendem para o lado negativo com o risco de uma guerra comercial entre a UE e os EUA,,0.0,Notícias políticas da Europa não afetam o preço spot da taxa de câmbio brasileiro
2022-11-24,09:02,"dolar abre em alta de 0,17%, a R$  5,8213 e dolar futuro, de +0,08%, a R$ 5,8265",,-1.0,
2022-11-24,09:02,"Juros futuros estão perto do ajuste, com viés negativo a partir do DI Jan/26",,0.0,Juros futuros em queda sinalizam expectativa de inflação estável
2022-11-24,09:02,"Ibovespa futuro sobe 0,25% a 128.045 pontos",,0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2022-11-24,09:04,"PIB do México sobe 1,1% no 3ºTri na comparação com o 2ºTri, acima da preliminar (+1,1%)",,0.0,Não é correlacionado com a economia brasileira
2022-11-24,09:04,"Na comparação anual, PIB mexicano subiu 1,6% ante preliminar de 1,5%",,0.0,Não é correlacionado com a economia brasileira
2022-11-24,09:07,IBGE/PNAD Contínua Trimestral: desocupação recua em 7 das 27 UFs no terceiro trimestre de 2024,"Desemprego no terceiro trimestre de 2024 foi de 6,4%, recuando 0,5 ponto percentual ante o segundo trimestre de 2024 (6,9%) e caindo 1,3ponto frente ao mesmo trimestre de 2023 (7,7%). Frente ao trimestre anterior, a taxa de desocupação recuou em 7 das 27 Unidades da Federação (UFs), mantendo-se estável nas outras 20. As maiores taxas foram de Pernambuco (10,5%), Bahia (9,7%), Distrito Federal (8,8%) e Rio Grande do Norte (8,8%), e as menores, de Santa Catarina (2,8%), Mato Grosso (2,3%) e Rondonia (2,1%).",1.0,Desemprego em queda significa economia em crescimento e fortalecimento do Real em relação a outras moedas
2022-11-24,09:31,MERCADOS: dolar cai e juros rondam ajuste com pacote fiscal adiado para semana que vem,"O dolar inverteu o sinal após abrir em alta e há pouco cedia 0,18%, a R$ 5,8013, na contramão das divisas emergentes. A moeda sobe majoritariamente ante pares, com o DXY avançando a 107 pontos (107,622), em +0,61%, enquanto o euro cai com dados europeus e o iene ganha após CPI japonês, em meio a observações de membros do Fed de que a inflação ainda inspira cuidado e que o mercado de trabalho precisa esfriar mais. Chances de corte de 25 pb nos juros do Fed em dezembro caíram de 72,2% para 57,8%.  A escalada da guerra na Ucrania reforça a cautela. Os juros futuros abriram perto do ajuste e há pouco apontavam para cima, enquanto os rendimentos dos Treasuries recuam. O pacote fiscal foi adiado para a próxima semana. Ontem, o ministro Fernando Haddad afirmou que o tamanho do pacote é suficiente para reforçar arcabouço. O Ibovespa futuro abriu em alta após plano estratégico da Petrobras. A estatal anunciou o pagamento de R$ 20 bi em dividendos extraordinários, que renderá R$ 5,7 bi para o governo federal.",1.0,Desemprego em queda significa economia em crescimento e fortalecimento do Real em relação a outras moedas
2022-11-24,09:36,"Santander Brasil eleva projeção de IPCA 2024 de 4,4% para 4,8%; para 2025, sobe para 4,3% (de 3,9%)",,0.0,Opinião do Banco
2022-11-24,09:36,"Banco mantém previsão de alta do PIB em 3,0% para 2024 e eleva para 12% a taxa Selic no final de 2025",,0.0,Opinião do Banco
2022-11-24,10:08,"Após leilões, Ibovespa vai à máxima de 127.859,37 pontos (+0,74%)",,0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2022-11-24,10:15,Acompanhe a movimentação das principais ações do Ibovespa:,"Bradesco PN: +0,07% (R$ 13,78) Itaú: +0,53% (R$ 34,19) Petrobras ON: +2,92% (R$ 42,29) - A estatal anunciou ontem que vai pagar R$ 20 bilhões em dividendos extraordinários, a R$ 1,55174293 por ação. Petrobras PN: +2,85% (R$ 38,99) Vale: -0,26% (R$ 57,47) - Acompanhando queda do minério de ferro",0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2022-11-24,10:16,BCE/Joachim Nagel diz que Europa está enfrentando grandes desafios econômicos,,0.0,Não é correlacionado com a economia brasileira
2022-11-24,10:16,"Segundo ele, crescente falta de mão de obra é uma sério impedimento para o crescimento do bloco","O presidente do Banco Central da Alemanha, e membro do BCE, diz que o resultado da eleição dos EUA, com a vitória de Trump, pode desafiar a Europa tanto política como economicamente",0.0,Não é correlacionado com a economia brasileira
2022-11-24,10:23,Maiores altas do Ibovespa:,"Cosan: +2,76% (R$ 10,78) Petrobras ON: +2,58% (R$ 42,15) Após divulgação do Plano Estratégico e anúncio dos dividendos extraordinários Petrobras PN: +2,37% (R$ 38,81)",0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2022-11-24,10:23,Maiores baixas do Ibovespa:,"Vale: -0,31% (R$ 7,44) Acompanhando minério Bradesco: -0,29% (R$ 13,73) CSN : -0,09% (R$ 10,9o) Acompanhando minério",0.0,Notícias do mercado de ações não afetam a taxa de câmbio
2022-11-24,11:05,"Globonews apura que anúncio do bloqueio orçamentário deve ocorrer no final da tarde de hoje, em entrevista coletiva",,-1.0,O bloqueio orçamentário significa que o governo não está arrecadando o suficiente para executar o orçamento previsto
2022-11-24,11:05,"A expectativa é que o bloqueio seja de R$ 5 bilhões e, com isso, totalizará mais de R$ 18 bilhões de recursos congelados em 2024",,-1.0,O bloqueio orçamentário significa que o governo não está arrecadando o suficiente para executar o orçamento previsto
2022-11-24,11:31,"NY/Abertura: Dow Jones +0,25% (43.982,19); S&P +0,10% (5.954,79) e Nasdaq -0,00% (18.971,90)",,0.0,Notícias do mercado de ações não afetam a taxa de câmbio
